# Cities: name, latitude, longitude
Athens, Jamnagar, 4299.4
Athens, Jammu, 4410.0
Athens, Gulbarga, 5114.0
Athens, Hanover, 1548.1
Athens, Bahawalpur, 4057.9
Athens, Goteborg, 1707.8
Athens, Ryazan, 1782.7
Athens, Lipetsk, 1587.8
Athens, Dresden, 1195.0
Athens, Saharanpur, 4534.2
Athens, Hamah, 840.7
Athens, Niyala, 2271.5
Athens, al-Hillah, 1530.9
Athens, Leipzig, 1222.8
Athens, Boma, 4490.6
Athens, Kananga, 4494.2
Athens, Mykolayiv, 905.8
Athens, Tabuk, 1212.2
Athens, Nuremberg, 1360.5
Puyang, Xinxiang, 69.7
Puyang, Raipur, 3041.2
Puyang, Pekan Baru, 3633.3
Puyang, Tolyatti, 4727.2
Puyang, Foshan, 1048.8
Puyang, Ningbo, 648.0
Puyang, Langfang, 288.4
Puyang, Ampang Jaya, 3429.7
Puyang, Liaoyang, 710.8
Puyang, Changzhi, 227.5
Puyang, Chonju, 771.3
Puyang, Zamboanga, 2492.8
Puyang, Gorakhpur, 2658.3
Puyang, Zhuzhou, 644.7
Puyang, Huangshi, 397.2
Puyang, Shaoguan, 927.9
Puyang, Guilin, 895.6
Puyang, Shizuoka, 1528.2
Puyang, Fuxin, 676.6
Puyang, Ipoh, 3140.8
Puyang, Dushanbe, 3634.8
Puyang, Zhanjiang, 1232.7
Puyang, Xingtai, 110.2
Puyang, Okayama, 1247.5
Puyang, Yogyakarta, 4119.0
Puyang, Bhilai, 3261.9
Puyang, Zigong, 927.0
Puyang, Mudanjiang, 1276.5
Puyang, Colombo, 3963.3
Puyang, Shatian, 1162.2
Puyang, Kumamoto, 1034.2
Puyang, Zhangdian, 230.8
Puyang, Xiangtan, 664.6
Puyang, Dasmarinas, 1951.3
Puyang, Nantong, 500.6
Puyang, Shaoyang, 730.1
Puyang, Islamabad, 3306.5
Puyang, Panjin, 651.2
Puyang, Ansan, 774.8
Puyang, Jamshedpur, 2379.7
Puyang, Dandong, 748.9
Puyang, Haikou, 1299.1
Puyang, Amravati, 3190.4
Puyang, Sagamihara, 1666.0
Puyang, Zhangzhou, 1044.7
Puyang, Kataka, 2650.1
Puyang, Kuching, 3399.6
Puyang, Zhenjiang, 445.6
Puyang, Izhevsk, 4341.1
Puyang, Yancheng, 403.0
Puyang, Yuanlong, 1066.2
Puyang, Ulyanovsk, 4610.4
Puyang, Hai Phong, 1365.2
Puyang, Anyang (South Korea), 865.0
Puyang, Dadiangas, 2920.1
Puyang, Chongju, 754.5
Puyang, Bikaner, 3236.0
Puyang, Taizhou, 399.5
Puyang, Antipolo, 1968.9
Puyang, Xiamen, 917.7
Puyang, Yingkou, 619.9
Puyang, Kagoshima, 1167.1
Puyang, Siping, 833.8
Puyang, Luancheng, 175.2
Puyang, Banjarmasin, 3473.2
Puyang, Khabarovsk, 1554.1
Puyang, Jinzhou, 638.4
Puyang, Bengbu, 240.0
Puyang, Irkutsk, 1537.5
Puyang, Shihezi, 2262.4
Puyang, Bhavnagar, 4005.5
Puyang, Jiangmen, 1156.6
Puyang, Barnaul, 2359.1
Puyang, Vladivostok, 1382.7
Puyang, Warangal, 3664.9
Puyang, Zahedan, 4789.6
Puyang, Kaifeng, 82.7
Puyang, Funabashi, 1799.5
Puyang, Shah Alam, 3100.0
Puyang, Maoming, 1144.0
Puyang, Hachioji, 1580.5
Puyang, Hamhung, 944.5
Puyang, Sargodha, 3525.6
Puyang, Cangzhou, 225.3
Puyang, Tanggu, 285.1
Puyang, Changde, 558.2
Puyang, Surakarta, 4505.9
Puyang, Xigong, 1042.9
Puyang, Shiliguri, 2284.6
Puyang, Jiamusi, 1330.3
Puyang, Huaiyin, 302.3
Puyang, Kolhapur, 4035.1
Puyang, Ulhasnagar, 3804.0
Puyang, Rajpur, 2471.3
Puyang, Maanshan, 418.6
Puyang, Banqiao, 959.2
Puyang, Kota Kinabalu, 2697.5
Puyang, Ajmer, 3320.3
Puyang, Orenburg, 4196.2
Puyang, Neijiang, 830.6
Puyang, Guntur, 3697.4
Puyang, Novokuznetsk, 2329.0
Puyang, Yangzhou, 418.6
Puyang, Durgapur, 2260.8
Puyang, Shashi, 492.8
Puyang, Petaling Jaya, 3395.2
Puyang, Sangli-Miraj, 3813.0
Puyang, Dehra Dun, 3085.0
Puyang, Jiaozuo, 109.4
Puyang, Zhuhai, 1048.9
Puyang, Nanded, 3379.0
Puyang, Tyumen, 3437.3
Puyang, Cagayan, 2476.2
Puyang, Uijongbu, 815.3
Puyang, Yueyang, 477.6
Puyang, Naberezhnyye Chelny, 4403.7
Puyang, Kerman, 5037.5
Puyang, Matsuyama, 1139.9
Puyang, Jamnagar, 3842.2
Puyang, Jammu, 3265.9
Puyang, Gulbarga, 3517.9
Puyang, Bahawalpur, 3523.2
Puyang, Zhunmen, 1147.7
Puyang, Bhatpara, 2237.6
Puyang, Calamba, 2113.3
Puyang, Changwon, 911.6
Puyang, Zunyi, 844.0
Puyang, Saharanpur, 3097.1
Puyang, Higashiosaka, 1348.5
Puyang, Xuchang, 140.7
Puyang, Wuhu, 391.1
San Francisco, Merida, 2889.1
San Francisco, Austin, 1885.4
San Francisco, Columbus, 2705.9
San Francisco, Chihuahua, 1450.6
San Francisco, Fort Worth, 1904.5
San Francisco, Tlalnepantla, 2253.9
San Francisco, San Luis Potosi, 1953.9
San Francisco, Aguascalientes, 2032.5
San Francisco, Chimalhuacan, 2530.2
San Francisco, Memphis, 2276.3
San Francisco, Acapulco, 2758.0
San Francisco, Quebec, 3538.1
San Francisco, Charlotte, 2956.5
San Francisco, Queretaro, 2243.8
San Francisco, Hamilton, 3218.6
San Francisco, Saltillo, 1883.1
San Francisco, Cancun, 3022.6
San Francisco, Winnipeg, 1861.0
San Francisco, El Paso, 1340.2
San Francisco, Baltimore, 3400.9
San Francisco, Hermosillo, 1132.0
San Francisco, Santiago (Dominican Republic), 4647.1
San Francisco, Mexicali, 584.0
San Francisco, Morelia, 2365.0
San Francisco, Culiacan, 1629.2
San Francisco, Mixco, 3356.2
San Francisco, Seattle, 880.2
San Francisco, San Pedro Sula, 3782.5
San Francisco, Denver, 1108.5
San Francisco, Washington, 3352.8
San Francisco, Veracruz, 2528.4
San Francisco, Boston, 3818.7
San Francisco, Kingston, 4724.2
San Francisco, Villa Nueva, 3635.1
San Francisco, Las Vegas, 441.3
San Francisco, Milwaukee, 2296.9
San Francisco, Nashville, 2346.9
San Francisco, Lopez Mateos, 2353.4
San Francisco, Reynosa, 2093.0
San Francisco, Oklahoma City, 1603.2
San Francisco, Louisville, 2722.5
San Francisco, San Salvador, 3845.2
San Francisco, Toluca, 2249.0
San Francisco, Portland, 616.2
San Francisco, Torreon, 1736.0
San Francisco, Albuquerque, 1148.1
San Francisco, Soledad, 5260.4
San Francisco, Tucson, 949.8
San Francisco, Tlaquepaque, 2082.4
San Francisco, Tuxtla Gutierrez, 3062.7
San Francisco, San Nicolas de los Garza, 1788.6
San Francisco, Atlanta, 2906.9
San Francisco, Cuautitlan Izcalli, 2312.0
Jerusalem, Amsterdam, 2630.2
Jerusalem, Lodz, 2225.9
Jerusalem, Abeokuta, 4040.9
Jerusalem, Raipur, 4135.2
Jerusalem, Tunis, 1745.2
Jerusalem, L'viv, 1722.4
Jerusalem, Cotonou, 3660.5
Jerusalem, Blantyre, 4912.2
Jerusalem, Tangier, 3264.7
Jerusalem, Kayseri, 612.4
Jerusalem, Tolyatti, 2206.6
Jerusalem, Riga, 2314.2
Jerusalem, Kryvyy Rih, 1298.7
Jerusalem, Libreville, 4045.7
Jerusalem, as-Sulaymaniyah, 726.2
Jerusalem, Gorakhpur, 4192.6
Jerusalem, Sevilla, 2969.0
Jerusalem, Zagreb, 1639.6
Jerusalem, Benghazi, 1041.2
Jerusalem, Dushanbe, 2344.4
Jerusalem, Bhilai, 3796.9
Jerusalem, Wahran, 2983.2
Jerusalem, Enugu, 3259.5
Jerusalem, Colombo, 5248.6
Jerusalem, Zaria, 3056.2
Jerusalem, Pointe Noire, 4007.0
Jerusalem, Islamabad, 3049.7
Jerusalem, Jamshedpur, 4717.1
Jerusalem, Zaragoza, 2900.6
Jerusalem, Frankfurt, 2210.8
Jerusalem, Palermo, 1523.6
Jerusalem, 'Adan, 1824.9
Jerusalem, Amravati, 3732.9
Jerusalem, Gazzah, 60.9
Jerusalem, Kataka, 5031.5
Jerusalem, Krasnodar, 1170.8
Jerusalem, Wrocaw, 1898.0
Jerusalem, Asmara, 1476.2
Jerusalem, Mersin, 382.4
Jerusalem, Izhevsk, 2749.6
Jerusalem, Ulyanovsk, 2313.4
Jerusalem, Bouake, 4082.0
Jerusalem, Oshogbo, 3752.1
Jerusalem, Jos, 2957.2
Jerusalem, al-'Ayn, 1828.0
Jerusalem, Bikaner, 3040.2
Jerusalem, Orumiyeh, 841.4
Jerusalem, Diyarbakr, 555.8
Jerusalem, Yaroslavl, 2464.1
Jerusalem, Chisinau, 1402.5
Jerusalem, Djibouti, 1901.8
Jerusalem, Stuttgart, 2445.0
Jerusalem, Rotterdam, 2592.1
Jerusalem, Kisangani, 2891.8
Jerusalem, Shihezi, 3796.8
Jerusalem, Bhavnagar, 3218.9
Jerusalem, Port Said, 179.7
Jerusalem, Genoa, 2296.5
Jerusalem, Dortmund, 2736.0
Jerusalem, Barnaul, 3662.9
Jerusalem, Eskisehir, 763.2
Jerusalem, Warangal, 3903.7
Jerusalem, Zahedan, 1896.0
Jerusalem, Essen, 2461.9
Jerusalem, Dusseldorf, 2772.2
Jerusalem, Glasgow, 3645.3
Jerusalem, Meknes, 3448.8
Jerusalem, Sargodha, 2680.4
Jerusalem, Resht, 1056.3
Jerusalem, Helsinki, 2775.7
Jerusalem, Malaga, 3293.6
Jerusalem, Ife, 3675.5
Jerusalem, at-Ta'if, 966.6
Jerusalem, Poznan, 2121.0
Jerusalem, Bangui, 3092.3
Jerusalem, Shiliguri, 4272.4
Jerusalem, Kolhapur, 3427.0
Jerusalem, Ulhasnagar, 3700.6
Jerusalem, Rajpur, 4807.5
Jerusalem, Bremen, 2420.7
Jerusalem, Vilnius, 2038.1
Jerusalem, Agadir, 3888.0
Jerusalem, Ajmer, 3299.6
Jerusalem, Orenburg, 2113.8
Jerusalem, Guntur, 3952.2
Jerusalem, Novokuznetsk, 4152.2
Jerusalem, Durgapur, 4787.9
Jerusalem, Sangli-Miraj, 3957.8
Jerusalem, Dehra Dun, 3728.1
Jerusalem, Nanded, 4003.0
Jerusalem, Suez, 210.3
Jerusalem, Tyumen, 3211.1
Jerusalem, Mwanza, 3168.1
Jerusalem, Ta'izz, 1650.0
Jerusalem, Naberezhnyye Chelny, 2516.6
Jerusalem, Kerman, 1641.9
Jerusalem, Garoua, 2969.2
Jerusalem, Jamnagar, 2886.2
Jerusalem, Jammu, 3131.7
Jerusalem, Gulbarga, 4045.8
Jerusalem, Hanover, 2568.7
Jerusalem, Bahawalpur, 3067.5
Jerusalem, Goteborg, 2642.5
Jerusalem, Bhatpara, 4433.3
Jerusalem, Ryazan, 1926.0
Jerusalem, Lipetsk, 1757.5
Jerusalem, Dresden, 2278.3
Jerusalem, Saharanpur, 3503.3
Jerusalem, Hamah, 270.6
Jerusalem, Niyala, 1838.8
Jerusalem, al-Hillah, 690.4
Jerusalem, Leipzig, 2501.0
Jerusalem, Boma, 4517.7
Jerusalem, Kananga, 3732.9
Jerusalem, Mykolayiv, 1198.5
Jerusalem, Tabuk, 257.4
Jerusalem, Nuremberg, 2256.2
Amsterdam, Lodz, 676.0
Amsterdam, Abeokuta, 4533.9
Amsterdam, Tunis, 1229.4
Amsterdam, L'viv, 931.8
Amsterdam, Cotonou, 4358.7
Amsterdam, Tangier, 1690.3
Amsterdam, Kayseri, 2245.0
Amsterdam, Tolyatti, 2468.2
Amsterdam, Riga, 1000.9
Amsterdam, Kryvyy Rih, 1456.6
Amsterdam, as-Sulaymaniyah, 3362.8
Amsterdam, Sevilla, 1469.6
Amsterdam, Zagreb, 881.6
Amsterdam, Benghazi, 1974.1
Amsterdam, Dushanbe, 4461.8
Amsterdam, Wahran, 1590.5
Amsterdam, Enugu, 4303.1
Amsterdam, Quebec, 5018.4
Amsterdam, Zaria, 3796.5
Amsterdam, Zaragoza, 891.7
Amsterdam, Frankfurt, 272.7
Amsterdam, Palermo, 1242.9
Amsterdam, Gazzah, 2719.2
Amsterdam, Krasnodar, 2100.0
Amsterdam, Wrocaw, 647.0
Amsterdam, Asmara, 4336.4
Amsterdam, Mersin, 2556.5
Amsterdam, Izhevsk, 2711.2
Amsterdam, Ulyanovsk, 2110.6
Amsterdam, Bouake, 4222.9
Amsterdam, Oshogbo, 4209.2
Amsterdam, Jos, 4444.6
Amsterdam, al-'Ayn, 4371.7
Amsterdam, Orumiyeh, 3189.9
Amsterdam, Diyarbakr, 2476.0
Amsterdam, Yaroslavl, 1951.0
Amsterdam, Chisinau, 1287.8
Amsterdam, Stuttgart, 391.2
Amsterdam, Rotterdam, 39.0
Amsterdam, Port Said, 2837.1
Amsterdam, Genoa, 657.0
Amsterdam, Dortmund, 152.6
Amsterdam, Barnaul, 4672.1
Amsterdam, Boston, 4672.7
Amsterdam, Eskisehir, 1804.2
Amsterdam, Zahedan, 4453.2
Amsterdam, Essen, 129.3
Amsterdam, Dusseldorf, 124.5
Amsterdam, Glasgow, 518.6
Amsterdam, Meknes, 1574.3
Amsterdam, Resht, 2972.0
Amsterdam, Helsinki, 1167.8
Amsterdam, Malaga, 1466.3
Amsterdam, Ife, 4097.9
Amsterdam, at-Ta'if, 3982.8
Amsterdam, Poznan, 579.6
Amsterdam, Bangui, 4915.3
Amsterdam, Bremen, 200.8
Amsterdam, Vilnius, 986.9
Amsterdam, Agadir, 2244.8
Amsterdam, Orenburg, 2892.2
Amsterdam, Novokuznetsk, 4866.5
Amsterdam, Suez, 2818.6
Amsterdam, Tyumen, 3437.3
Amsterdam, Ta'izz, 5380.6
Amsterdam, Naberezhnyye Chelny, 2527.9
Amsterdam, Kerman, 4611.4
Amsterdam, Garoua, 3991.0
Amsterdam, Hanover, 235.6
Amsterdam, Goteborg, 570.9
Amsterdam, Ryazan, 1722.8
Amsterdam, Lipetsk, 1962.3
Amsterdam, Dresden, 479.7
Amsterdam, Hamah, 2374.9
Amsterdam, Niyala, 4277.9
Amsterdam, al-Hillah, 3526.8
Amsterdam, Leipzig, 371.9
Amsterdam, Mykolayiv, 1587.8
Amsterdam, Tabuk, 3204.0
Amsterdam, Nuremberg, 365.3
Lodz, Abeokuta, 4281.3
Lodz, Tunis, 1457.0
Lodz, L'viv, 280.6
Lodz, Cotonou, 4991.5
Lodz, Tangier, 2337.9
Lodz, Kayseri, 1355.8
Lodz, Tolyatti, 1428.8
Lodz, Riga, 501.5
Lodz, Kryvyy Rih, 746.9
Lodz, as-Sulaymaniyah, 2310.3
Lodz, Sevilla, 1886.3
Lodz, Zagreb, 545.9
Lodz, Benghazi, 1805.6
Lodz, Dushanbe, 3248.4
Lodz, Wahran, 1988.8
Lodz, Enugu, 4668.6
Lodz, Zaria, 3904.7
Lodz, Islamabad, 4098.8
Lodz, Zaragoza, 1594.5
Lodz, Frankfurt, 507.6
Lodz, Palermo, 1229.1
Lodz, 'Adan, 4108.8
Lodz, Gazzah, 1980.6
Lodz, Krasnodar, 1289.4
Lodz, Wrocaw, 136.2
Lodz, Asmara, 4078.3
Lodz, Mersin, 1451.9
Lodz, Izhevsk, 1701.3
Lodz, Ulyanovsk, 1485.9
Lodz, Bouake, 5192.4
Lodz, Oshogbo, 4565.5
Lodz, Jos, 4445.5
Lodz, al-'Ayn, 3556.6
Lodz, Bikaner, 4258.6
Lodz, Orumiyeh, 1992.3
Lodz, Diyarbakr, 1611.6
Lodz, Yaroslavl, 992.8
Lodz, Chisinau, 689.1
Lodz, Djibouti, 4604.9
Lodz, Stuttgart, 538.8
Lodz, Rotterdam, 779.2
Lodz, Irkutsk, 5178.2
Lodz, Shihezi, 4571.3
Lodz, Bhavnagar, 5198.6
Lodz, Port Said, 2034.1
Lodz, Genoa, 902.0
Lodz, Dortmund, 655.8
Lodz, Barnaul, 3604.4
Lodz, Eskisehir, 1228.4
Lodz, Zahedan, 3371.5
Lodz, Essen, 566.5
Lodz, Dusseldorf, 607.3
Lodz, Glasgow, 1269.3
Lodz, Meknes, 2161.0
Lodz, Sargodha, 4147.6
Lodz, Resht, 2369.2
Lodz, Helsinki, 792.2
Lodz, Malaga, 2064.7
Lodz, Ife, 4584.5
Lodz, at-Ta'if, 3060.0
Lodz, Poznan, 128.0
Lodz, Bangui, 4959.8
Lodz, Bremen, 535.8
Lodz, Vilnius, 343.7
Lodz, Agadir, 2579.3
Lodz, Ajmer, 5216.8
Lodz, Orenburg, 2079.3
Lodz, Novokuznetsk, 3792.0
Lodz, Dehra Dun, 4893.7
Lodz, Suez, 2155.0
Lodz, Tyumen, 2521.8
Lodz, Ta'izz, 3924.7
Lodz, Naberezhnyye Chelny, 1694.8
Lodz, Kerman, 3291.2
Lodz, Garoua, 4107.4
Lodz, Jamnagar, 4545.6
Lodz, Jammu, 4449.4
Lodz, Hanover, 460.3
Lodz, Bahawalpur, 4184.4
Lodz, Goteborg, 595.3
Lodz, Ryazan, 1102.4
Lodz, Lipetsk, 1136.4
Lodz, Dresden, 319.2
Lodz, Saharanpur, 4835.7
Lodz, Hamah, 1948.8
Lodz, Niyala, 3605.0
Lodz, al-Hillah, 2276.8
Lodz, Leipzig, 379.4
Lodz, Mykolayiv, 747.3
Lodz, Tabuk, 2457.0
Lodz, Nuremberg, 473.6
Merida, Austin, 904.4
Merida, Columbus, 1720.9
Merida, Chihuahua, 1343.7
Merida, Fort Worth, 1082.9
Merida, Tlalnepantla, 782.5
Merida, San Luis Potosi, 965.8
Merida, Aguascalientes, 894.5
Merida, Chimalhuacan, 770.6
Merida, Memphis, 1224.9
Merida, Acapulco, 827.6
Merida, Quebec, 2755.5
Merida, Charlotte, 1437.1
Merida, Queretaro, 901.0
Merida, Hamilton, 1914.3
Merida, Saltillo, 1038.8
Merida, Cancun, 200.6
Merida, Winnipeg, 2792.4
Merida, El Paso, 1515.1
Merida, Baltimore, 1865.8
Merida, Hermosillo, 1716.5
Merida, Santiago (Dominican Republic), 1484.3
Merida, Mexicali, 2358.6
Merida, Morelia, 907.6
Merida, Cochabamba, 4064.7
Merida, Culiacan, 1519.2
Merida, Mixco, 534.6
Merida, Seattle, 3665.7
Merida, San Pedro Sula, 499.2
Merida, Maracay, 1975.4
Merida, Cucuta, 1711.9
Merida, Denver, 1868.3
Merida, Washington, 1702.6
Merida, Veracruz, 528.5
Merida, Boston, 2379.4
Merida, Kingston, 1047.1
Merida, Villa Nueva, 478.9
Merida, Las Vegas, 2557.1
Merida, Milwaukee, 2099.5
Merida, Nashville, 1181.0
Merida, Barcelona (Venezuela), 2389.8
Merida, Lopez Mateos, 784.1
Merida, Reynosa, 775.4
Merida, Cuiaba, 4929.2
Merida, Oklahoma City, 1307.2
Merida, Louisville, 1583.6
Merida, San Salvador, 547.2
Merida, Toluca, 748.3
Merida, Portland, 3272.9
Merida, Maturin, 2548.6
Merida, Torreon, 1067.0
Merida, Albuquerque, 1655.6
Merida, Petare, 2142.5
Merida, Soledad, 1556.9
Merida, Tucson, 2002.6
Merida, Tlaquepaque, 1085.3
Merida, Tuxtla Gutierrez, 453.2
Merida, Chiclayo, 2544.9
Merida, Bucaramanga, 1932.8
Merida, San Nicolas de los Garza, 940.1
Merida, Atlanta, 1234.5
Merida, Cuautitlan Izcalli, 725.3
Austin, Columbus, 1283.9
Austin, Chihuahua, 634.3
Austin, Fort Worth, 180.4
Austin, Tlalnepantla, 912.0
Austin, San Luis Potosi, 645.3
Austin, Aguascalientes, 798.7
Austin, Chimalhuacan, 923.5
Austin, Memphis, 594.6
Austin, Acapulco, 1223.8
Austin, Quebec, 2498.7
Austin, Charlotte, 1292.4
Austin, Queretaro, 805.0
Austin, Hamilton, 1645.8
Austin, Saltillo, 481.0
Austin, Cancun, 1068.6
Austin, Winnipeg, 1720.5
Austin, El Paso, 584.1
Austin, Baltimore, 1609.0
Austin, Hermosillo, 991.5
Austin, Santiago (Dominican Republic), 2295.4
Austin, Mexicali, 1238.6
Austin, Morelia, 985.7
Austin, Culiacan, 876.8
Austin, Mixco, 1465.7
Austin, Seattle, 2358.2
Austin, San Pedro Sula, 1587.7
Austin, Maracay, 2973.0
Austin, Cucuta, 2794.3
Austin, Denver, 857.9
Austin, Washington, 1554.9
Austin, Veracruz, 969.8
Austin, Boston, 2078.4
Austin, Kingston, 1970.5
Austin, Villa Nueva, 1420.3
Austin, Las Vegas, 1413.8
Austin, Milwaukee, 1289.4
Austin, Nashville, 888.5
Austin, Barcelona (Venezuela), 3445.8
Austin, Lopez Mateos, 985.8
Austin, Reynosa, 314.3
Austin, Oklahoma City, 454.7
Austin, Louisville, 1018.9
Austin, San Salvador, 1472.9
Austin, Toluca, 1005.8
Austin, Portland, 2258.8
Austin, Maturin, 3738.4
Austin, Torreon, 540.2
Austin, Albuquerque, 798.8
Austin, Petare, 3338.4
Austin, Soledad, 2405.1
Austin, Tucson, 932.3
Austin, Tlaquepaque, 861.8
Austin, Tuxtla Gutierrez, 1112.8
Austin, Chiclayo, 4218.8
Austin, Bucaramanga, 2911.2
Austin, San Nicolas de los Garza, 415.3
Austin, Atlanta, 986.1
Austin, Cuautitlan Izcalli, 943.4
Abeokuta, Tunis, 2744.4
Abeokuta, L'viv, 4656.5
Abeokuta, Cotonou, 104.6
Abeokuta, Blantyre, 3474.9
Abeokuta, Bulawayo, 3667.1
Abeokuta, Tangier, 2785.6
Abeokuta, Kayseri, 3886.0
Abeokuta, Kryvyy Rih, 4743.2
Abeokuta, Libreville, 742.0
Abeokuta, as-Sulaymaniyah, 4463.2
Abeokuta, Sevilla, 2917.6
Abeokuta, Zagreb, 3585.0
Abeokuta, Matola, 3938.0
Abeokuta, Benghazi, 2456.7
Abeokuta, Joao Pessoa, 3630.5
Abeokuta, Wahran, 2635.3
Abeokuta, Enugu, 358.8
Abeokuta, Zaria, 483.7
Abeokuta, Pointe Noire, 1325.2
Abeokuta, Zaragoza, 3026.8
Abeokuta, Frankfurt, 3945.4
Abeokuta, Palermo, 3019.2
Abeokuta, 'Adan, 4296.2
Abeokuta, Gazzah, 3537.7
Abeokuta, Krasnodar, 4815.6
Abeokuta, Wrocaw, 4318.4
Abeokuta, Asmara, 3240.3
Abeokuta, Benoni, 3895.9
Abeokuta, Mersin, 4301.7
Abeokuta, Bouake, 635.9
Abeokuta, Oshogbo, 101.1
Abeokuta, Jos, 505.1
Abeokuta, Orumiyeh, 4867.7
Abeokuta, Diyarbakr, 4613.1
Abeokuta, Chisinau, 4631.3
Abeokuta, Djibouti, 3974.2
Abeokuta, Stuttgart, 3927.3
Abeokuta, Rotterdam, 4478.8
Abeokuta, Kisangani, 2063.3
Abeokuta, Port Said, 3485.6
Abeokuta, Genoa, 3829.0
Abeokuta, Dortmund, 4296.2
Abeokuta, Eskisehir, 4238.9
Abeokuta, Essen, 4308.3
Abeokuta, Dusseldorf, 4197.3
Abeokuta, Glasgow, 5255.1
Abeokuta, Meknes, 2445.4
Abeokuta, Malaga, 2754.9
Abeokuta, Ife, 93.1
Abeokuta, at-Ta'if, 3828.2
Abeokuta, Poznan, 4859.8
Abeokuta, Bloemfontein, 4281.1
Abeokuta, Bangui, 1204.6
Abeokuta, Welkom, 3822.1
Abeokuta, Bremen, 4279.4
Abeokuta, Tembisa, 3888.3
Abeokuta, Agadir, 2248.6
Abeokuta, Suez, 3077.1
Abeokuta, Mwanza, 2909.4
Abeokuta, Feira de Santana, 4907.6
Abeokuta, Ta'izz, 3913.1
Abeokuta, Garoua, 794.9
Abeokuta, Hanover, 4875.9
Abeokuta, Aracaju, 4340.8
Abeokuta, Dresden, 4685.0
Abeokuta, Hamah, 4079.6
Abeokuta, Niyala, 1748.7
Abeokuta, al-Hillah, 4453.2
Abeokuta, Leipzig, 4663.9
Abeokuta, Boma, 1317.8
Abeokuta, Kananga, 2068.9
Abeokuta, Mykolayiv, 4832.7
Abeokuta, Tabuk, 3578.9
Abeokuta, Nuremberg, 4545.6
Xinxiang, Raipur, 3058.8
Xinxiang, Pekan Baru, 3643.5
Xinxiang, Tolyatti, 4615.6
Xinxiang, Foshan, 984.6
Xinxiang, Ningbo, 665.0
Xinxiang, Langfang, 385.4
Xinxiang, Ampang Jaya, 2915.8
Xinxiang, Liaoyang, 837.0
Xinxiang, Changzhi, 122.1
Xinxiang, Chonju, 965.7
Xinxiang, Zamboanga, 2647.0
Xinxiang, Gorakhpur, 2644.9
Xinxiang, Zhuzhou, 622.8
Xinxiang, Huangshi, 417.5
Xinxiang, Shaoguan, 916.8
Xinxiang, Guilin, 814.5
Xinxiang, Shizuoka, 1823.0
Xinxiang, Fuxin, 727.0
Xinxiang, Ipoh, 3355.8
Xinxiang, Dushanbe, 3427.2
Xinxiang, Zhanjiang, 1173.3
Xinxiang, Xingtai, 135.3
Xinxiang, Okayama, 1517.6
Xinxiang, Yogyakarta, 3998.7
Xinxiang, Bhilai, 3038.5
Xinxiang, Zigong, 728.3
Xinxiang, Mudanjiang, 1298.1
Xinxiang, Colombo, 4208.7
Xinxiang, Shatian, 1167.2
Xinxiang, Kumamoto, 1255.7
Xinxiang, Zhangdian, 301.5
Xinxiang, Xiangtan, 588.8
Xinxiang, Dasmarinas, 2122.1
Xinxiang, Nantong, 532.1
Xinxiang, Shaoyang, 687.0
Xinxiang, Islamabad, 3373.7
Xinxiang, Panjin, 705.4
Xinxiang, Ansan, 925.9
Xinxiang, Jamshedpur, 2452.1
Xinxiang, Dandong, 854.9
Xinxiang, Haikou, 1350.3
Xinxiang, Amravati, 3180.2
Xinxiang, Sagamihara, 1689.4
Xinxiang, Zhangzhou, 975.3
Xinxiang, Kataka, 2544.2
Xinxiang, Kuching, 3420.9
Xinxiang, Zhenjiang, 467.7
Xinxiang, Izhevsk, 4895.4
Xinxiang, Yancheng, 426.7
Xinxiang, Yuanlong, 979.7
Xinxiang, Ulyanovsk, 4974.2
Xinxiang, Hai Phong, 1291.1
Xinxiang, Anyang (South Korea), 929.4
Xinxiang, Dadiangas, 2668.3
Xinxiang, Chongju, 898.3
Xinxiang, Bikaner, 3089.3
Xinxiang, Taizhou, 414.0
Xinxiang, Antipolo, 2033.9
Xinxiang, Xiamen, 922.6
Xinxiang, Yingkou, 685.5
Xinxiang, Kagoshima, 1199.5
Xinxiang, Siping, 894.5
Xinxiang, Luancheng, 195.0
Xinxiang, Banjarmasin, 3803.6
Xinxiang, Khabarovsk, 1907.0
Xinxiang, Jinzhou, 650.5
Xinxiang, Bengbu, 283.9
Xinxiang, Irkutsk, 1677.7
Xinxiang, Shihezi, 1924.8
Xinxiang, Bhavnagar, 3955.2
Xinxiang, Jiangmen, 1110.1
Xinxiang, Barnaul, 2634.9
Xinxiang, Vladivostok, 1262.3
Xinxiang, Warangal, 3553.9
Xinxiang, Zahedan, 4473.7
Xinxiang, Kaifeng, 43.4
Xinxiang, Funabashi, 1885.1
Xinxiang, Shah Alam, 3353.4
Xinxiang, Maoming, 1148.8
Xinxiang, Hachioji, 1675.5
Xinxiang, Hamhung, 1003.7
Xinxiang, Sargodha, 3251.4
Xinxiang, Cangzhou, 319.8
Xinxiang, Tanggu, 415.1
Xinxiang, Changde, 540.3
Xinxiang, Surakarta, 4384.0
Xinxiang, Xigong, 1127.9
Xinxiang, Shiliguri, 2090.7
Xinxiang, Jiamusi, 1365.9
Xinxiang, Huaiyin, 382.4
Xinxiang, Kolhapur, 3948.2
Xinxiang, Ulhasnagar, 3968.5
Xinxiang, Rajpur, 2413.6
Xinxiang, Maanshan, 382.1
Xinxiang, Banqiao, 1095.0
